label,rssi,fft_peak,fft_mean,fft_std,fft_energy,dominant_frequency,dominant_frequency_magnitude,psd_mean,psd_std,psd_max,psd_min,psd_skewness,psd_kurtosis,psd_energy,spectral_centroid,spectral_spread,spectral_bandwidth,spectral_rolloff_85,spectral_rolloff_95,spectral_entropy,spectral_flatness,num_psd_peaks,peak_to_average_ratio,frequency_of_max_psd,low_freq_energy,mid_freq_energy,high_freq_energy,spectral_slope
0,-75,726.1,63.453431855125196,128.29960828391873,655588.0800000001,0.0,726.1,0.3642486647835107,0.8720703768550475,3.630666090744583,0.0028984273983075244,3.101348271513829,8.641808732506382,6.192227301319682,4.844795923950058,5.342296493799922,15.625,6.25,15.625,1.926265581288086,0.12378711572806511,1,9.967520746799988,3.125,0.9175302904058781,0.07209989651806595,0.010369651583302237,-2.5397399402111156
0,-88,648.2,85.11297777689761,105.15840023007831,585680.26,0.0,648.2,0.40065663341841656,0.6698791968715027,2.21292971117783,0.009882029541193613,2.051018335146736,2.7035097450268353,6.811162768113082,7.940984087000098,7.191836502804422,25.0,15.625,25.0,2.6617178646356634,0.2456282050366107,2,5.523243604014437,6.25,0.7911685679825767,0.18691074866451007,0.0219205365351249,-2.2361120957233918
0,-89,558.4,82.10743473217168,91.5495448470508,483934.4000000001,0.0,558.4,0.24856720539361418,0.5092699246248918,2.0723221920415655,0.003159366689756641,2.778858423375832,6.869549177312344,4.225642491691441,5.940187429036616,6.55466249118725,18.75,9.375,18.75,2.305430662797631,0.17845036337182138,1,8.337036463533178,3.125,0.8619376376583201,0.1244350328977748,0.013627092793557779,-2.35290650563997
0,-93,534.7,81.67296621280104,87.02414371887069,455797.60000000003,0.0,534.7,0.2577827126578234,0.47935309786936,1.880156085598802,0.004147687609906354,2.482741106510379,5.190924221731629,4.382306115182997,6.667365942776172,7.361668370540216,21.875,12.5,21.875,2.5068783346956693,0.22667489527911006,1,7.293541031796999,3.125,0.8376038126597586,0.1380084856879121,0.024387473462023666,-2.2246027516485913
0,-90,614.0,84.36712261699196,100.67387258534085,552097.28,0.0,614.0,0.31621457475471415,0.6249065085411086,2.535342593289643,0.0021580834357718182,2.696731651868132,6.516976543471548,5.375647770830141,6.039702032620532,7.0370091468467955,21.875,12.5,21.875,2.3820277865438566,0.1957194820398883,1,8.017766345811044,3.125,0.8415866413823242,0.14196593716688416,0.01644723542673347,-2.2698108789992615
0,-90,480.0,81.19015361161803,74.32265103265537,387702.32000000007,0.0,480.0,0.2030615235243934,0.4219099881033663,1.7587457600198146,0.002015566885344329,2.9667708558512897,7.966460815764181,3.452045899914688,6.19310194730281,7.174129079915749,25.0,9.375,25.0,2.3429560094737547,0.2124687400465849,1,8.66110461691638,3.125,0.858947798933002,0.1177237952866583,0.023328116097137152,-2.226993667825937
0,-91,486.1,80.43023318490607,77.18052759486447,397627.4000000001,0.0,486.1,0.2364380050312823,0.4152138239102064,1.698449085154454,0.0011862631894834612,2.590183515137964,6.200234393744358,4.019446085531799,6.971132422871744,7.18038511852305,21.875,15.625,21.875,2.6058587388502743,0.19183802561496904,2,7.183455559414738,3.125,0.7713539947847033,0.21391556242948567,0.01473019399537308,-2.4936926379878415
0,-89,545.1999999999999,81.45150660737235,88.4712323096563,462768.22,0.0,545.1999999999999,0.28029157606296096,0.5081419888451624,2.007174473855536,0.003402859826600291,2.463001039325134,5.239634710795464,4.764956793070336,6.598651194787957,6.888780900325706,21.875,12.5,21.875,2.533923603332759,0.2101696694325627,1,7.160997633432407,3.125,0.8377052977864792,0.14767140219849262,0.014623090149580454,-2.3639881407266565
0,-89,509.7,82.49043689392434,82.12661913806926,433582.5200000001,0.0,509.7,0.26063186176749675,0.45179263089655763,1.7612325203889363,0.0016116279304111334,2.3104470847739265,4.564621309215755,4.430741650047445,7.305933344111938,6.880189609992815,21.875,12.5,21.875,2.5814516264860137,0.16864540738219702,1,6.7575228558863865,3.125,0.8340691257733125,0.15685653936364372,0.009074109167245204,-2.6616363218773875
0,-69,1063.0,79.60615622858698,186.34702812363227,1313995.36,0.0,1063.0,0.763912561752906,1.9264632307848553,7.9658628880495845,0.0025103442893635412,3.0768995676543995,8.540508541633361,12.986513549799403,3.869586194639463,4.315727887980303,9.375,6.25,9.375,1.6642291886517877,0.0676120035474097,1,10.42770188523791,3.125,0.9545954918603137,0.03895143484612282,0.006452996290608094,-2.5896239251289646
